fundcode,name,jzrq,dwjz,gsz,gszzl,gztime,fetch_time
014642,摩根新兴动力混合C,2026-05-19,12.5686,12.6980,1.03,2026-05-20 13:12,2026-05-20 13:16:48
015897,天弘中证细分化工产业主题ETF联接C,2026-05-19,0.9326,0.9487,1.73,2026-05-20 13:12,2026-05-20 13:16:48
014419,西部利得CES芯片指数增强C,2026-05-19,1.6265,1.6933,4.11,2026-05-20 13:12,2026-05-20 13:16:48
025333,诺安成长混合C,2026-05-19,2.3380,2.4447,4.56,2026-05-20 13:12,2026-05-20 13:16:48
020065,西部利得科技创新混合C,2026-05-19,2.0787,2.0613,-0.84,2026-05-20 13:12,2026-05-20 13:16:48
320007,诺安成长混合A,2026-05-19,2.3460,2.4531,4.56,2026-05-20 13:12,2026-05-20 13:16:48
020465,招商中证半导体产业ETF发起式联接C,2026-05-19,3.3565,3.5498,5.76,2026-05-20 13:14,2026-05-20 13:16:48
003494,富国天惠成长混合(LOF)C,2026-05-19,3.1088,3.1010,-0.25,2026-05-20 13:14,2026-05-20 13:16:48
001298,金鹰民族新兴混合A,2026-05-19,2.6513,2.6257,-0.97,2026-05-20 13:14,2026-05-20 13:16:48
011613,华夏科创50ETF联接C,2026-05-19,1.3858,1.4240,2.76,2026-05-20 13:12,2026-05-20 13:16:48
020457,平安上证红利低波动指数C,2026-05-19,1.0830,1.0767,-0.58,2026-05-20 13:12,2026-05-20 13:16:48
015642,银华数字经济股票发起式C,2026-05-19,2.0982,2.1348,1.74,2026-05-20 13:12,2026-05-20 13:16:48
005918,天弘沪深300ETF联接C,2026-05-19,1.5033,1.5041,0.05,2026-05-20 13:12,2026-05-20 13:16:48
014143,银河创新成长混合C,2026-05-19,11.7036,12.1335,3.67,2026-05-20 13:12,2026-05-20 13:16:48
519674,银河创新成长混合A,2026-05-19,12.0204,12.4619,3.67,2026-05-20 13:12,2026-05-20 13:16:48
016269,建信改革红利股票C,2026-05-19,6.5510,6.5923,0.63,2026-05-20 13:12,2026-05-20 13:16:48
004253,国泰黄金ETF联接C,2026-05-19,3.5275,3.4741,-1.51,2026-05-20 13:16,2026-05-20 13:16:48
020483,中欧中证芯片产业指数发起C,2026-05-19,3.1794,3.3053,3.96,2026-05-20 13:12,2026-05-20 13:16:48
025163,长盛积极配置债券C,2026-05-19,1.5046,1.5076,0.20,2026-05-20 13:12,2026-05-20 13:16:48
019000,万家趋势领先混合C,2026-05-19,2.1074,2.1022,-0.25,2026-05-20 13:12,2026-05-20 13:16:48
